,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Sequence,Age,Gender,MaritalStatus,Income,ProductName,StoreName,GroupStore,Type,Latitude,Longitude
2712,TR84245,229,2022-11-02,P5,4200,4,16800,5,3920,32,0,Married,10.17,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2713,TR98229,196,2022-11-13,P5,4200,4,16800,5,4753,34,0,Married,3.17,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2714,TR92760,295,2022-04-14,P5,4200,5,21000,5,1188,34,0,Married,4.78,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2715,TR69753,347,2022-05-30,P5,4200,2,8400,5,2223,26,1,Single,3.69,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2716,TR86403,154,2022-07-14,P5,4200,4,16800,5,2879,31,0,Married,8.36,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2717,TR17282,285,2022-06-03,P5,4200,3,12600,5,1834,20,0,Single,0.0,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2718,TR65670,224,2022-05-06,P5,4200,4,16800,5,1428,29,0,Married,3.31,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2719,TR80506,311,2022-04-28,P5,4200,3,12600,5,1646,61,1,Married,7.64,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2720,TR4093,189,2022-10-20,P5,4200,3,12600,5,3805,59,1,Single,5.15,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2721,TR57427,157,2022-01-04,P5,4200,3,12600,5,133,44,0,Single,2.52,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2722,TR65295,112,2022-03-04,P5,4200,5,21000,5,441,31,1,Married,4.44,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2723,TR8203,324,2022-05-07,P5,4200,5,21000,5,1449,36,1,Married,10.59,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2724,TR23935,131,2022-02-03,P5,4200,2,8400,5,798,25,0,Single,7.12,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2725,TR82517,297,2022-01-20,P5,4200,2,8400,5,496,41,1,Married,12.13,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2726,TR19017,282,2022-05-02,P5,4200,2,8400,5,1338,55,0,Married,11.38,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2727,TR88705,30,2022-12-11,P5,4200,2,8400,5,4435,37,1,Single,2.26,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2728,TR78052,418,2022-02-11,P5,4200,5,21000,5,4821,45,0,Single,23.84,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2729,TR57283,2,2022-07-06,P5,4200,3,12600,5,2557,60,1,Married,6.23,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2730,TR51730,3,2022-02-01,P5,4200,4,16800,5,733,32,1,Married,9.17,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2731,TR258,96,2022-07-09,P5,4200,3,12600,5,2630,55,0,Married,13.67,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2732,TR648,164,2022-01-08,P5,4200,3,12600,5,224,18,1,Single,0.0,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2733,TR79884,172,2022-08-19,P5,4200,2,8400,5,2974,57,1,Married,8.96,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2734,TR92912,124,2022-08-09,P5,4200,2,8400,5,2680,28,0,Single,5.12,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2735,TR74178,92,2022-06-26,P5,4200,4,16800,5,2117,60,0,Married,10.72,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2736,TR74365,92,2022-08-17,P5,4200,5,21000,5,2947,60,0,Married,10.72,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2737,TR91361,445,2022-07-25,P5,4200,2,8400,5,2394,51,0,Married,14.48,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2738,TR48732,89,2022-09-19,P5,4200,4,16800,5,3485,32,0,Married,9.68,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2739,TR81835,263,2022-11-06,P5,4200,4,16800,5,3998,40,1,Married,10.21,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2740,TR82771,425,2022-05-04,P5,4200,5,21000,5,1395,58,1,Married,7.22,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2741,TR64001,378,2022-11-18,P5,4200,4,16800,5,4238,54,0,Married,14.66,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2742,TR15550,252,2022-11-22,P5,4200,3,12600,5,4360,18,1,Single,0.0,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2743,TR87616,358,2022-03-27,P5,4200,3,12600,5,1110,32,1,Married,3.2,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2744,TR71416,188,2022-09-24,P5,4200,5,21000,5,3760,46,1,Married,25.22,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2745,TR74868,258,2022-05-13,P5,4200,3,12600,5,1650,51,0,Married,12.57,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2746,TR71099,294,2022-01-27,P5,4200,3,12600,5,453,54,1,Married,19.07,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2747,TR84479,294,2022-06-24,P5,4200,5,21000,5,2066,54,1,Married,19.07,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2748,TR33521,281,2022-02-25,P5,4200,4,16800,5,4989,35,0,Married,3.03,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2749,TR86142,417,2022-04-22,P5,4200,3,12600,5,1387,47,1,Married,12.75,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2750,TR85192,214,2022-09-22,P5,4200,3,12600,5,3671,52,0,Married,13.14,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2751,TR93519,169,2022-06-10,P5,4200,4,16800,5,2786,34,0,Married,3.97,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2752,TR6012,42,2022-09-28,P5,4200,3,12600,5,3392,60,0,Married,10.28,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2753,TR83612,435,2022-02-06,P5,4200,4,16800,5,958,29,1,Married,3.61,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2754,TR8299,305,2022-02-14,P5,4200,5,21000,5,4857,29,1,Married,4.08,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2755,TR18091,132,2022-03-23,P5,4200,2,8400,5,917,41,0,Married,17.69,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2756,TR9664,352,2022-06-14,P5,4200,3,12600,5,2994,69,0,Single,6.15,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2757,TR22534,334,2022-08-23,P5,4200,5,21000,5,3035,70,0,Married,5.99,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2758,TR94031,345,2022-08-09,P5,4200,4,16800,5,2682,31,0,Married,5.06,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2759,TR52118,271,2022-10-02,P5,4200,3,12600,5,3530,29,0,Married,4.74,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2760,TR47095,129,2022-08-02,P5,4200,3,12600,5,2497,35,1,Single,10.46,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2761,TR32136,155,2022-11-08,P5,4200,2,8400,5,4042,40,0,Married,7.17,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2762,TR82012,274,2022-02-13,P5,4200,3,12600,5,4844,48,0,Married,11.99,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2763,TR98939,248,2022-11-28,P5,4200,5,21000,5,4558,36,1,Married,5.76,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2764,TR8933,316,2022-04-07,P5,4200,3,12600,5,1273,45,0,Married,9.49,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2765,TR83113,387,2022-07-19,P5,4200,2,8400,5,2311,36,0,Married,9.1,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2766,TR4327,109,2022-10-26,P5,4200,3,12600,5,4040,35,1,Married,10.04,Thai Tea,Bonafid,Gita,General Trade,-7.25044,112.769
2767,TR84319,83,2022-06-09,P1,8800,10,88000,5,2697,34,1,Married,10.88,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2768,TR52098,160,2022-10-05,P1,8800,4,35200,5,3659,48,1,Married,12.57,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2769,TR95530,340,2022-06-05,P1,8800,5,44000,5,1941,41,0,Single,10.9,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2770,TR6960,13,2022-02-27,P1,8800,5,44000,5,232,23,0,Single,2.03,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2771,TR62819,184,2022-08-28,P1,8800,7,61600,5,3105,33,0,Single,13.93,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2772,TR98216,312,2022-05-07,P1,8800,4,35200,5,1458,54,0,Married,18.77,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2773,TR53622,87,2022-06-29,P1,8800,10,88000,5,2220,44,1,Married,9.57,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2774,TR78268,189,2022-02-26,P1,8800,8,70400,5,5012,59,1,Single,5.15,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2775,TR82154,303,2022-02-06,P1,8800,7,61600,5,956,45,0,Married,10.34,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2776,TR75229,116,2022-04-25,P1,8800,8,70400,5,1548,51,1,Married,15.77,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2777,TR89580,172,2022-03-13,P1,8800,2,17600,5,639,57,1,Married,8.96,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2778,TR46767,234,2022-06-04,P1,8800,2,17600,5,1887,61,1,Married,10.86,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2779,TR27017,133,2022-08-16,P1,8800,2,17600,5,2916,47,1,Married,20.81,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2780,TR93420,413,2022-03-30,P1,8800,5,44000,5,953,31,0,Married,8.8,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2781,TR48869,257,2022-01-24,P1,8800,6,52800,5,592,60,0,Married,4.25,Choco Bar,Bonafid,Gita,General Trade,-7.25044,112.769
2782,TR3445,222,2022-11-13,P6,18000,4,72000,5,4411,45,0,Married,15.03,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2783,TR17687,394,2022-11-29,P6,18000,2,36000,5,4561,50,0,Married,7.19,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2784,TR19197,16,2022-07-05,P6,18000,1,18000,5,2535,52,0,Married,11.8,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2785,TR30751,48,2022-10-06,P6,18000,4,72000,5,3817,32,0,Married,10.62,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2786,TR29149,118,2022-04-06,P6,18000,1,18000,5,1204,20,1,Single,3.28,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2787,TR39134,144,2022-11-09,P6,18000,3,54000,5,4080,34,0,Married,10.01,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2788,TR32858,301,2022-12-18,P6,18000,2,36000,5,4567,60,0,Married,8.97,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2789,TR99305,28,2022-04-08,P6,18000,2,36000,5,1443,55,0,Married,6.08,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2790,TR39243,403,2022-11-09,P6,18000,3,54000,5,4082,30,0,Married,4.06,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2791,TR29286,306,2022-02-04,P6,18000,2,36000,5,852,49,0,Married,16.52,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2792,TR93245,326,2022-02-27,P6,18000,4,72000,5,237,24,1,Single,2.69,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2793,TR29132,121,2022-08-13,P6,18000,3,54000,5,2732,26,0,Single,2.93,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2794,TR1631,263,2022-12-13,P6,18000,3,54000,5,4464,40,1,Married,10.21,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2795,TR9310,219,2022-04-26,P6,18000,1,18000,5,1591,39,0,Single,9.73,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2796,TR11071,207,2022-12-25,P6,18000,1,18000,5,4697,35,1,Married,10.54,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2797,TR32463,127,2022-05-12,P6,18000,4,72000,5,1611,27,0,Married,2.07,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2798,TR42917,187,2022-05-06,P6,18000,2,36000,5,1426,49,1,Married,9.18,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2799,TR16168,125,2022-04-11,P6,18000,3,54000,5,1531,55,1,Married,12.75,Cashew,Bonafid,Gita,General Trade,-7.25044,112.769
2800,TR5763,415,2022-02-24,P7,9400,5,47000,5,4982,44,0,Married,18.57,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2801,TR76972,69,2022-07-24,P7,9400,6,56400,5,2373,26,0,Single,2.84,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2802,TR92136,140,2022-09-01,P7,9400,4,37600,5,3161,54,0,Married,9.57,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2803,TR98873,137,2022-10-24,P7,9400,5,47000,5,4005,34,1,Married,6.36,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2804,TR25341,270,2022-03-04,P7,9400,4,37600,5,427,49,1,Married,8.81,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2805,TR8315,184,2022-09-16,P7,9400,5,47000,5,3402,33,0,Single,13.93,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2806,TR47673,407,2022-12-28,P7,9400,4,37600,5,4761,53,1,Married,9.27,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2807,TR8712,446,2022-05-14,P7,9400,3,28200,5,1729,57,0,Married,7.81,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2808,TR25437,338,2022-08-25,P7,9400,4,37600,5,3061,46,1,Married,5.12,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2809,TR91278,321,2022-02-26,P7,9400,6,56400,5,5016,45,0,Married,8.03,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2810,TR31545,246,2022-11-29,P7,9400,5,47000,5,4570,40,1,Single,21.81,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2811,TR51711,278,2022-03-10,P7,9400,4,37600,5,699,31,1,Married,9.76,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2812,TR30071,278,2022-05-19,P7,9400,3,28200,5,1791,31,1,Married,9.76,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2813,TR28981,278,2022-11-27,P7,9400,2,18800,5,4495,31,1,Married,9.76,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2814,TR2045,32,2022-01-02,P7,9400,4,37600,5,74,34,0,Married,10.96,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2815,TR23189,16,2022-04-08,P7,9400,5,47000,5,1282,52,0,Married,11.8,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2816,TR205,24,2022-05-25,P7,9400,5,47000,5,2080,37,0,Married,9.53,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2817,TR66576,250,2022-01-02,P7,9400,5,47000,5,95,30,1,Married,3.96,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2818,TR78067,106,2022-05-16,P7,9400,6,56400,5,1709,24,0,Single,6.79,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2819,TR67673,304,2022-10-02,P7,9400,3,28200,5,3537,34,0,Single,8.55,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2820,TR42503,30,2022-01-30,P7,9400,3,28200,5,500,37,1,Single,2.26,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2821,TR93601,171,2022-04-10,P7,9400,3,28200,5,1521,40,0,Married,10.05,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2822,TR75793,314,2022-09-12,P7,9400,2,18800,5,3279,35,0,Married,6.64,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2823,TR7042,43,2022-04-08,P7,9400,5,47000,5,1316,53,0,Married,16.64,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2824,TR46513,65,2022-03-11,P7,9400,5,47000,5,805,38,0,Married,4.36,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2825,TR54351,197,2022-04-28,P7,9400,2,18800,5,1632,51,0,Married,13.33,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2826,TR33357,377,2022-04-05,P7,9400,5,47000,5,1169,53,0,Single,10.39,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2827,TR54969,368,2022-06-13,P7,9400,6,56400,5,2863,44,0,Married,16.13,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2828,TR60072,179,2022-06-07,P7,9400,2,18800,5,2015,25,1,Single,5.95,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2829,TR41807,263,2022-01-29,P7,9400,3,28200,5,478,40,1,Married,10.21,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2830,TR17545,142,2022-08-24,P7,9400,4,37600,5,3044,23,1,Single,1.58,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2831,TR60775,212,2022-03-24,P7,9400,5,47000,5,968,36,0,Married,7.96,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2832,TR67148,152,2022-08-18,P7,9400,6,56400,5,2961,59,1,Married,10.68,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2833,TR2920,150,2022-06-11,P7,9400,3,28200,5,2797,61,1,Married,8.56,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2834,TR51316,29,2022-12-21,P7,9400,6,56400,5,4646,59,1,Married,10.5,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2835,TR22908,115,2022-02-21,P7,9400,6,56400,5,4935,39,0,Married,5.07,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2836,TR52323,318,2022-06-05,P7,9400,6,56400,5,1923,18,0,Single,3.64,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2837,TR36756,214,2022-09-28,P7,9400,3,28200,5,3390,52,0,Married,13.14,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2838,TR444,208,2022-09-13,P7,9400,4,37600,5,3294,39,1,Married,7.52,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2839,TR38063,54,2022-10-12,P7,9400,5,47000,5,3627,42,0,Single,9.68,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2840,TR1566,309,2022-12-30,P7,9400,6,56400,5,4786,23,0,Single,3.03,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2841,TR25019,302,2022-12-26,P7,9400,4,37600,5,4713,51,0,Married,15.43,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2842,TR15441,163,2022-12-26,P7,9400,3,28200,5,4711,47,1,Married,6.3,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2843,TR78998,392,2022-04-26,P7,9400,6,56400,5,1588,45,0,Married,19.68,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2844,TR58718,260,2022-12-15,P7,9400,3,28200,5,4509,33,0,Single,6.65,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2845,TR28539,143,2022-05-28,P7,9400,6,56400,5,2172,25,1,Single,2.87,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2846,TR68241,75,2022-04-01,P7,9400,3,28200,5,1058,34,0,Married,9.69,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2847,TR92378,387,2022-10-20,P7,9400,2,18800,5,3827,36,0,Married,9.1,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2848,TR85122,1,2022-10-28,P7,9400,3,28200,5,4094,55,1,Married,5.12,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2849,TR14209,109,2022-07-01,P7,9400,3,28200,5,2248,35,1,Married,10.04,Coffee Candy,Bonafid,Gita,General Trade,-7.25044,112.769
2850,TR5513,62,2022-01-09,P4,12000,4,48000,2,16,51,1,Married,13.62,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2851,TR14623,421,2022-03-03,P4,12000,5,60000,2,379,35,0,Married,9.01,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2852,TR14982,106,2022-09-30,P4,12000,4,48000,2,3442,24,0,Single,6.79,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2853,TR23186,167,2022-05-31,P4,12000,4,48000,2,2237,28,1,Married,2.91,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2854,TR18313,84,2022-09-22,P4,12000,2,24000,2,3591,54,0,Married,18.12,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2855,TR7622,171,2022-11-08,P4,12000,5,60000,2,4059,40,0,Married,10.05,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2856,TR31182,171,2022-11-22,P4,12000,5,60000,2,4367,40,0,Married,10.05,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2857,TR39714,372,2022-10-05,P4,12000,3,36000,2,3647,31,1,Married,6.19,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2858,TR38193,266,2022-08-20,P4,12000,1,12000,2,2984,72,1,Married,4.72,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2859,TR43444,240,2022-01-08,P4,12000,5,60000,2,221,22,1,Single,3.33,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2860,TR53342,120,2022-02-24,P4,12000,1,12000,2,4980,30,0,Married,2.48,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2861,TR67389,445,2022-04-01,P4,12000,2,24000,2,1055,51,0,Married,14.48,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2862,TR2148,93,2022-09-21,P4,12000,1,12000,2,3557,32,0,Married,4.85,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2863,TR41890,199,2022-03-05,P4,12000,3,36000,2,505,41,0,Married,7.9,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2864,TR16546,127,2022-04-22,P4,12000,2,24000,2,1365,27,0,Married,2.07,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2865,TR30397,110,2022-06-15,P4,12000,4,48000,2,2995,19,0,Married,2.41,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2866,TR72286,358,2022-11-18,P4,12000,1,12000,2,4243,32,1,Married,3.2,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2867,TR18909,397,2022-05-26,P4,12000,5,60000,2,2129,24,0,Single,6.42,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2868,TR19005,107,2022-03-19,P4,12000,5,60000,2,786,38,1,Married,9.85,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2869,TR50714,417,2022-12-04,P4,12000,1,12000,2,4185,47,1,Married,12.75,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2870,TR45877,310,2022-01-30,P4,12000,3,36000,2,506,23,0,Married,4.17,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2871,TR56832,429,2022-01-22,P4,12000,5,60000,2,548,37,1,Married,8.97,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2872,TR21396,429,2022-06-29,P4,12000,4,48000,2,2213,37,1,Married,8.97,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2873,TR17682,422,2022-09-08,P4,12000,3,36000,2,3492,21,1,Single,3.88,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2874,TR3269,353,2022-12-11,P4,12000,3,36000,2,4401,25,0,Single,1.32,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2875,TR17117,227,2022-12-05,P4,12000,1,12000,2,4217,33,0,Married,7.72,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2876,TR38669,166,2022-07-08,P4,12000,5,60000,2,2604,33,0,Married,3.33,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2877,TR28229,284,2022-03-25,P4,12000,4,48000,2,1000,49,1,Married,11.31,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2878,TR5342,41,2022-08-01,P4,12000,3,36000,2,2480,51,0,Married,16.42,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2879,TR34660,85,2022-01-15,P10,15000,5,75000,2,284,59,1,Married,7.89,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2880,TR26170,300,2022-08-21,P10,15000,2,30000,2,2999,25,1,Single,4.22,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2881,TR50573,178,2022-09-23,P10,15000,2,30000,2,3704,43,0,Married,9.58,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2882,TR8408,26,2022-01-23,P10,15000,1,15000,2,569,45,1,Married,7.83,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2883,TR11029,229,2022-08-14,P10,15000,2,30000,2,2749,32,0,Married,10.17,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2884,TR4166,394,2022-09-25,P10,15000,1,15000,2,3777,50,0,Married,7.19,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2885,TR21134,151,2022-12-28,P10,15000,1,15000,2,4741,42,0,Married,10.38,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2886,TR37379,48,2022-01-15,P10,15000,5,75000,2,289,32,0,Married,10.62,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2887,TR91047,250,2022-08-27,P10,15000,1,15000,2,3097,30,1,Married,3.96,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2888,TR40265,201,2022-02-03,P10,15000,3,45000,2,807,57,0,Married,6.87,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
2889,TR16793,201,2022-08-04,P10,15000,1,15000,2,2531,57,0,Married,6.87,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.91486,107.608
